name,description,original_price,price,category_name,subcategory_name,specifications
IC 7410,"The IC 7410 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7410 (Triple 3-input NAND gate (7410)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",41.6,32,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7404,"The IC 7404 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7404 (Hex inverter IC (7404)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7402,"The IC 7402 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7402 (Quad 2-input NOR gate (7402)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",36.4,28,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7400,"The IC 7400 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7400 (Quad 2-input NAND gate (7400)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",32.5,25,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7486,"The IC 7486 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7486 (Quad XOR gate IC (7486)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",32.5,25,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7408,"The IC 7408 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7408 (Quad 2-input AND gate (7408)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",39,30,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7432,"The IC 7432 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7432 (Quad 2-input OR gate (7432)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM 358,"The LM 358 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM 358 (Dual operational amplifier IC (LM358)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM 386,"The LM 386 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM 386 (Low-voltage audio amplifier IC (LM386)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
2N222,"The 2N222 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This 2N222 (General-purpose NPN transistor (2N222)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",5.2,4,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
CD 4017,"The CD 4017 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This CD 4017 (Decade counter/divider with 10 decoded outputs (4017)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",33.8,26,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 4016,"The IC 4016 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 4016 (Quad bilateral switch IC (4016)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 4026,"The IC 4026 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 4026 (Decade counter / 7-seg driver (4026)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",65,50,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7430,"The IC 7430 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7430 (8-input NAND gate (7430)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",45.5,35,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7495,"The IC 7495 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7495 (4-bit shift register IC (7495)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",130,100,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7474,"The IC 7474 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7474 (Dual D-type flip-flop IC (7474)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",42.9,33,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Thermistor 10k,"The Thermistor 10k is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This Thermistor 10k (10 kΩ NTC thermistor temperature sensor) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",15.6,12,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
AT Mega 328P,"The AT Mega 328P is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This AT Mega 328P (ATMega328P microcontroller (pre-flashed for Arduino)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",585,450,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7485,"The IC 7485 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7485 (4-bit magnitude comparator (7485)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",46.8,36,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IC 7476,"The IC 7476 is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This IC 7476 (Dual JK flip-flop IC (7476)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",52,40,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IRF 540 N,"The IRF 540 N is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This IRF 540 N (N-channel power MOSFET (IRF540N)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",74.1,57,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IRFZ44 N,"The IRFZ44 N is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This IRFZ44 N (N-channel power MOSFET (IRFZ44N)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",71.5,55,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM 3914,"The LM 3914 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM 3914 (Dot/bar display driver IC (LM3914)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",65,50,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
CD 4067,"The CD 4067 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This CD 4067 (16-channel multiplexer module (generic)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",41.6,32,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
8 Channel Multiplexer CD 4051,"The 8 Channel Multiplexer CD 4051 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This 8 Channel Multiplexer CD 4051 (8-channel multiplexer module (generic)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",36.4,28,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
10 micro Farad Capacitor,"The 10 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 10 micro Farad Capacitor (10 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",3.25,2.5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
100 micro Farad Capacitor,"The 100 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 100 micro Farad Capacitor (100 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
220 micro Farad Capacitor,"The 220 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 220 micro Farad Capacitor (220 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
470 micro Farad Capacitor,"The 470 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 470 micro Farad Capacitor (470 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",10.4,8,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
47 micro Farad Capacitor,"The 47 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 47 micro Farad Capacitor (47 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",6.5,5,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
22 micro Farad Capacitor,"The 22 micro Farad Capacitor is a high-performance part specifically designed for Semiconductors systems and advanced robotics projects. This 22 micro Farad Capacitor (22 µF electrolytic capacitor (per piece)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",10.4,8,Semiconductors,Discrete Components,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
100 nano Farad Capacitor,"The 100 nano Farad Capacitor is a high-performance part specifically designed for Microcontrollers systems and advanced robotics projects. This 100 nano Farad Capacitor (100 nF ceramic capacitor (0.1 µF)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",1.3,1,Microcontrollers,Development Boards,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
1 nano Farad Capacitor,"The 1 nano Farad Capacitor is a high-performance part specifically designed for Microcontrollers systems and advanced robotics projects. This 1 nano Farad Capacitor (1 nF capacitor (ceramic/film)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",1.3,1,Microcontrollers,Development Boards,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
2 nano Farad Capacitor,"The 2 nano Farad Capacitor is a high-performance part specifically designed for Microcontrollers systems and advanced robotics projects. This 2 nano Farad Capacitor (2 nF capacitor) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",1.3,1,Microcontrollers,Development Boards,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
IP2312 3.7 volt fast Charging Module (Type C),"The IP2312 3.7 volt fast Charging Module (Type C) is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This IP2312 3.7 volt fast Charging Module (Type C) (Fast charging module supporting 3.7V Li-ion with Type-C input) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",143,110,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
Mini 3.7 to 5 volt Booster Module,"The Mini 3.7 to 5 volt Booster Module is a high-performance part specifically designed for Communication & Modules systems and advanced robotics projects. This Mini 3.7 to 5 volt Booster Module (Small boost converter 3.7V→5V (approx. 1.5A)) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",78,60,Communication & Modules,Wireless & Networking,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
LM 7805,"The LM 7805 is a high-performance part specifically designed for General Electronics systems and advanced robotics projects. This LM 7805 (5 volt voltage regulator) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",26,20,General Electronics,Miscellaneous,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
7 segment 4 digit display,"The 7 segment 4 digit display is a high-performance part specifically designed for Displays systems and advanced robotics projects. This 7 segment 4 digit display (Common Cathode) is built for reliability and precision. Engineered with premium materials, it is fully compatible with popular platforms like Arduino, ESP32, and Raspberry Pi. Its robust design makes it ideal for educational DIY kits, professional automation, and rapid prototyping, ensuring stable performance in both hobbyist and commercial applications.",65,50,Displays,LED & LCD Screens,"{""Brand"": ""Generic/Compatible"", ""Condition"": ""Brand New"", ""Availability"": ""In Stock"", ""Technology"": ""LED/LCD"", ""Interface"": ""I2C/Parallel"", ""Compatibility"": ""Universal (Arduino, ESP32, STM32)""}"
